map_id,archetype,source_type,anchor_id,validation_status,distance_to_nearest_selected,is_selected
OSM_helsinki_downtown_exact_1500m_0m_0197,dense_urban_irregular,osm,helsinki_downtown,PASS,1.2796829249515973,False
OSM_helsinki_downtown_exact_1500m_0m_0311,dense_urban_irregular,osm,helsinki_downtown,PASS,1.2403208460304684,False
OSM_helsinki_downtown_exact_1500m_0m_0430,dense_urban_irregular,osm,helsinki_downtown,PASS,1.3194169885454377,False
OSM_helsinki_downtown_exact_1500m_0m_0550,dense_urban_irregular,osm,helsinki_downtown,PASS,1.3247731837204018,False
OSM_helsinki_downtown_exact_1500m_0m_0667,dense_urban_irregular,osm,helsinki_downtown,PASS,1.2651618565729201,False
OSM_helsinki_downtown_exact_1500m_0m_0779,dense_urban_irregular,osm,helsinki_downtown,PASS,1.2891053328485966,False
OSM_helsinki_downtown_exact_1500m_0m_0899,dense_urban_irregular,osm,helsinki_downtown,PASS,1.2969569011866184,False
OSM_helsinki_downtown_exact_1500m_0m_1018,dense_urban_irregular,osm,helsinki_downtown,PASS,1.3014483424565166,False
OSM_helsinki_downtown_exact_1500m_0m_1135,dense_urban_irregular,osm,helsinki_downtown,PASS,1.310647844740702,False
OSM_helsinki_downtown_exact_2500m_0m_0060,dense_urban_irregular,osm,helsinki_downtown,PASS,0.08546898874331056,False
OSM_helsinki_downtown_exact_2500m_0m_0169,dense_urban_irregular,osm,helsinki_downtown,PASS,0.06497108786925547,False
OSM_helsinki_downtown_exact_2500m_0m_0286,dense_urban_irregular,osm,helsinki_downtown,PASS,0.0,True
OSM_helsinki_downtown_exact_2500m_0m_0396,dense_urban_irregular,osm,helsinki_downtown,PASS,0.23298954405992797,False
OSM_helsinki_downtown_exact_2500m_0m_0511,dense_urban_irregular,osm,helsinki_downtown,PASS,0.2347490582268879,False
OSM_helsinki_downtown_exact_2500m_0m_0637,dense_urban_irregular,osm,helsinki_downtown,PASS,0.043416077114387316,False
OSM_helsinki_downtown_exact_2500m_0m_0750,dense_urban_irregular,osm,helsinki_downtown,PASS,0.1398470383765617,False
OSM_helsinki_downtown_exact_2500m_0m_0878,dense_urban_irregular,osm,helsinki_downtown,PASS,0.19144284560229594,False
