feature_set,threshold,policy,shuffle_seed,manifest_scenarios,duplicates_removed,unique_vectors,selected,retention_manifest_pct,retention_unique_pct,max_abs_r,pairs_above_threshold,elapsed_s,out_dir
full46,0.7,strict,61,100800,23040,77760,156,0.15476190476190477,0.2006172839506173,0.699951501546326,0,10.139599800109863,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_061
full46,0.7,strict,62,100800,23040,77760,147,0.14583333333333334,0.18904320987654322,0.6995732982338284,0,10.290313720703125,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_062
full46,0.7,strict,63,100800,23040,77760,147,0.14583333333333334,0.18904320987654322,0.6999757824043533,0,9.922701358795166,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_063
full46,0.7,strict,64,100800,23040,77760,147,0.14583333333333334,0.18904320987654322,0.6999544049926747,0,10.08342981338501,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_064
full46,0.7,strict,65,100800,23040,77760,143,0.14186507936507936,0.1838991769547325,0.6997607609589747,0,9.87288761138916,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_065
full46,0.7,strict,66,100800,23040,77760,148,0.14682539682539683,0.19032921810699588,0.6999129812528372,0,10.381174564361572,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_066
full46,0.7,strict,67,100800,23040,77760,148,0.14682539682539683,0.19032921810699588,0.6997590445159299,0,10.831873655319214,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_067
full46,0.7,strict,68,100800,23040,77760,154,0.1527777777777778,0.19804526748971193,0.699637194481682,0,10.515918731689453,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_068
full46,0.7,strict,69,100800,23040,77760,149,0.14781746031746032,0.19161522633744857,0.6999841673742263,0,10.77612829208374,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_069
full46,0.7,strict,70,100800,23040,77760,153,0.15178571428571427,0.19675925925925927,0.6999088740246437,0,10.85211730003357,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_070
full46,0.7,strict,71,100800,23040,77760,155,0.15376984126984128,0.1993312757201646,0.6999111420625772,0,10.245796918869019,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_071
full46,0.7,strict,72,100800,23040,77760,149,0.14781746031746032,0.19161522633744857,0.6997034322610003,0,10.525464296340942,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_072
